ID,Candidate_id,Candidate_Entity_ID,General_Party_ID,Election_Type,Office_Sought,Broad_Sector,Incumbency_Status,Election_Year,Industry_Spending_Totals,Status_of_Candidate,Status_of_Candidate,Candidate,Election_Status,General_Party,Election_Type,Office_Sought,Incumbency_Status,Broad_Sector
109,647,6576672,2,1,621,5,1,2002,200,2,Lost,"THOMAS, SAM",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 032,Open,Energy & Natural Resources
110,647,6576672,2,1,621,6,1,2002,100,2,Lost,"THOMAS, SAM",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 032,Open,"Finance, Insurance & Real Estate"
111,648,13010889,2,1,9174,8,1,2002,5900,2,Lost,"TOMAN, MARY A",Lost-Primary,Republican,Standard,TREASURER,Open,Health
112,648,13010889,2,1,9174,6,1,2002,4700,2,Lost,"TOMAN, MARY A",Lost-Primary,Republican,Standard,TREASURER,Open,"Finance, Insurance & Real Estate"
113,648,13010889,2,1,9174,2,1,2002,200,2,Lost,"TOMAN, MARY A",Lost-Primary,Republican,Standard,TREASURER,Open,Construction
114,650,6576687,2,1,615,6,1,2002,5888,2,Lost,"WINN, CHUCK",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 026,Open,"Finance, Insurance & Real Estate"
115,650,6576687,2,1,615,2,1,2002,1900,2,Lost,"WINN, CHUCK",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 026,Open,Construction
116,650,6576687,2,1,615,8,1,2002,400,2,Lost,"WINN, CHUCK",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 026,Open,Health
117,650,6576687,2,1,615,5,1,2002,250,2,Lost,"WINN, CHUCK",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 026,Open,Energy & Natural Resources
118,651,13010709,1,1,9172,8,1,2002,2450,2,Lost,"WINSLOW, BILL",Lost-Primary,Democratic,Standard,INSURANCE COMMISSIONER,Open,Health
119,651,13010709,1,1,9172,6,1,2002,1500,2,Lost,"WINSLOW, BILL",Lost-Primary,Democratic,Standard,INSURANCE COMMISSIONER,Open,"Finance, Insurance & Real Estate"
120,652,6576698,2,1,681,8,1,2002,8000,2,Lost,"WRIGHT, JOSEPH (JOEY)",Lost-Primary,Republican,Standard,SENATE DISTRICT 012,Open,Health
121,847,2169695,1,1,667,6,1,2002,6200,2,Lost,"COHELAN, TIMOTHY",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 078,Open,"Finance, Insurance & Real Estate"
122,847,2169695,1,1,667,2,1,2002,150,2,Lost,"COHELAN, TIMOTHY",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 078,Open,Construction
123,2574,2399219,1,1,608,6,1,2002,126495,2,Lost,"PAPAN, GINA",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 019,Open,"Finance, Insurance & Real Estate"
124,2574,2399219,1,1,608,8,1,2002,25100,2,Lost,"PAPAN, GINA",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 019,Open,Health
125,2574,2399219,1,1,608,2,1,2002,18350,2,Lost,"PAPAN, GINA",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 019,Open,Construction
126,2574,2399219,1,1,608,5,1,2002,6700,2,Lost,"PAPAN, GINA",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 019,Open,Energy & Natural Resources
127,2574,2399219,1,1,608,4,1,2002,1000,2,Lost,"PAPAN, GINA",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 019,Open,Defense
128,2575,6398525,1,1,641,5,1,2002,6100,2,Lost,"GALLARDO-ROOKER, ALEXANDRA (ALEX)",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 052,Open,Energy & Natural Resources
129,2575,6398525,1,1,641,2,1,2002,2500,2,Lost,"GALLARDO-ROOKER, ALEXANDRA (ALEX)",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 052,Open,Construction
130,2575,6398525,1,1,641,8,1,2002,1950,2,Lost,"GALLARDO-ROOKER, ALEXANDRA (ALEX)",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 052,Open,Health
131,2575,6398525,1,1,641,6,1,2002,900,2,Lost,"GALLARDO-ROOKER, ALEXANDRA (ALEX)",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 052,Open,"Finance, Insurance & Real Estate"
132,2576,2247245,1,1,9171,8,1,2002,17032,2,Lost,"EU, MARCH FONG",Lost-Primary,Democratic,Standard,SECRETARY OF STATE,Open,Health
133,2576,2247245,1,1,9171,6,1,2002,11225,2,Lost,"EU, MARCH FONG",Lost-Primary,Democratic,Standard,SECRETARY OF STATE,Open,"Finance, Insurance & Real Estate"
134,2576,2247245,1,1,9171,2,1,2002,1350,2,Lost,"EU, MARCH FONG",Lost-Primary,Democratic,Standard,SECRETARY OF STATE,Open,Construction
135,2576,2247245,1,1,9171,4,1,2002,220,2,Lost,"EU, MARCH FONG",Lost-Primary,Democratic,Standard,SECRETARY OF STATE,Open,Defense
136,2576,2247245,1,1,9171,5,1,2002,100,2,Lost,"EU, MARCH FONG",Lost-Primary,Democratic,Standard,SECRETARY OF STATE,Open,Energy & Natural Resources
137,2577,277015,1,1,597,6,1,2002,33356,2,Lost,"CABALDON, CHRISTOPHER",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 008,Open,"Finance, Insurance & Real Estate"
138,2577,277015,1,1,597,8,1,2002,16959,2,Lost,"CABALDON, CHRISTOPHER",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 008,Open,Health
139,2577,277015,1,1,597,2,1,2002,15125,2,Lost,"CABALDON, CHRISTOPHER",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 008,Open,Construction
140,2577,277015,1,1,597,5,1,2002,9200,2,Lost,"CABALDON, CHRISTOPHER",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 008,Open,Energy & Natural Resources
141,2578,2295173,1,1,619,6,1,2002,57540,2,Lost,"CRETTOL, JIM",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 030,Open,"Finance, Insurance & Real Estate"
142,2578,2295173,1,1,619,5,1,2002,24650,2,Lost,"CRETTOL, JIM",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 030,Open,Energy & Natural Resources
143,2578,2295173,1,1,619,2,1,2002,10750,2,Lost,"CRETTOL, JIM",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 030,Open,Construction
144,2578,2295173,1,1,619,8,1,2002,6200,2,Lost,"CRETTOL, JIM",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 030,Open,Health
145,2579,12996619,2,1,9169,6,1,2002,620873,2,Lost,"JONES, BILL",Lost-Primary,Republican,Standard,GOVERNOR,Open,"Finance, Insurance & Real Estate"
146,2579,12996619,2,1,9169,2,1,2002,152550,2,Lost,"JONES, BILL",Lost-Primary,Republican,Standard,GOVERNOR,Open,Construction
147,2579,12996619,2,1,9169,8,1,2002,92090,2,Lost,"JONES, BILL",Lost-Primary,Republican,Standard,GOVERNOR,Open,Health
148,2579,12996619,2,1,9169,5,1,2002,59150,2,Lost,"JONES, BILL",Lost-Primary,Republican,Standard,GOVERNOR,Open,Energy & Natural Resources
149,2579,12996619,2,1,9169,4,1,2002,6500,2,Lost,"JONES, BILL",Lost-Primary,Republican,Standard,GOVERNOR,Open,Defense
150,2580,13010786,1,1,9171,6,1,2002,43800,2,Lost,"ALIOTO, MICHELA",Lost-Primary,Democratic,Standard,SECRETARY OF STATE,Open,"Finance, Insurance & Real Estate"
151,2580,13010786,1,1,9171,8,1,2002,1300,2,Lost,"ALIOTO, MICHELA",Lost-Primary,Democratic,Standard,SECRETARY OF STATE,Open,Health
152,2580,13010786,1,1,9171,5,1,2002,1250,2,Lost,"ALIOTO, MICHELA",Lost-Primary,Democratic,Standard,SECRETARY OF STATE,Open,Energy & Natural Resources
153,2580,13010786,1,1,9171,2,1,2002,600,2,Lost,"ALIOTO, MICHELA",Lost-Primary,Democratic,Standard,SECRETARY OF STATE,Open,Construction
154,2581,1596120,2,1,625,2,1,2002,2600,2,Lost,"WYMAN, PHILLIP D (PHIL)",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 036,Open,Construction
155,2581,1596120,2,1,625,5,1,2002,1750,2,Lost,"WYMAN, PHILLIP D (PHIL)",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 036,Open,Energy & Natural Resources
156,2581,1596120,2,1,625,8,1,2002,1150,2,Lost,"WYMAN, PHILLIP D (PHIL)",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 036,Open,Health
